,marcEntry,callNumber,library,numberOfCharges,numberOfBills,numberOfCopyHolds,totalCharges,inhouseCharges,totalCheckouts,totalRenewals,intervalCheckouts,intervalRenewals,intervalStartDate,recirculate,dateLastUsed,isReserveItem,copyNumber,itemID,library2,libraryDescription,currentLibrary,location,inTransitTo,inTransitFrom,datePutInTransit,transitReason
118651,"Bird watching for dummies / by Bill Thompson, III ; foreword by John C. Sawhill.",QL677.5 .T48 1997,LINCOLNCTR,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1/14/2025,YES,2001-03-26,False,1.0,0201602773891,LINCOLNCTR,Lincoln Center--Quinn Library,LINCOLNCTR,QUINN_X,,,,
119498,Alternative medicine for dummies / by James Dillard and Terra Ziporyn.,R733 .D52 1998,LINCOLNCTR,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1/14/2025,YES,2007-03-30,False,1.0,0201603471370,LINCOLNCTR,Lincoln Center--Quinn Library,LINCOLNCTR,QUINN_X,,,,
119586,"Family health for dummies / by Charles B. Inlander, Karla Morales & The People's Medical Society.",RA777.7 .I55 1998,LINCOLNCTR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/14/2025,YES,,False,1.0,0201603568803,LINCOLNCTR,Lincoln Center--Quinn Library,LINCOLNCTR,QUINN_X,,,,
119587,Men's health for dummies / by Charles Inlander and the People's Medical Society.,RA777.8 .I65 1999,LINCOLNCTR,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1/14/2025,YES,1999-08-17,False,1.0,0201603608880,LINCOLNCTR,Lincoln Center--Quinn Library,LINCOLNCTR,QUINN_X,,,,
119590,Women's health for dummies / by Pamela Maraldo and the People's Medical Society.,RA778 .M352 1999,LINCOLNCTR,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,1/14/2025,YES,2005-12-06,False,1.0,0201603572995,LINCOLNCTR,Lincoln Center--Quinn Library,LINCOLNCTR,QUINN_X,,,,
119591,"Beauty secrets for dummies / Stephanie Seymour ; foreword by Sarah, the Duchess of York.",RA778 .S45 1998,LINCOLNCTR,0.0,0.0,0.0,39.0,0.0,1.0,0.0,0.0,0.0,1/14/2025,YES,2012-08-21,False,1.0,0201603330469,LINCOLNCTR,Lincoln Center--Quinn Library,LINCOLNCTR,QUINN_X,,,,
119593,Yoga for dummies / Georg Feuerstein & Larry Payne ; foreword by Lilias Folan.,RA781.7 .F48 1999,LINCOLNCTR,1.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,1/14/2025,CHARGED,2006-02-27,False,1.0,0201603574546,LINCOLNCTR,Lincoln Center--Quinn Library,LINCOLNCTR,MISSING,,,,
119597,Healthy eating on the go for dummies / by Lynn Fischer and Carol Ann Rinzler.,RA784 .F58 1997,LINCOLNCTR,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,1/14/2025,YES,2002-01-21,False,1.0,0201602571220,LINCOLNCTR,Lincoln Center--Quinn Library,LINCOLNCTR,QUINN_X,,,,
119598,Nutrition for dummies / by Carol Ann Rinzler.,RA784 .R56 1997,LINCOLNCTR,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,1/14/2025,YES,2006-12-10,False,1.0,0201602543401,LINCOLNCTR,Lincoln Center--Quinn Library,LINCOLNCTR,QUINN_X,,,,
119599,Nutrition for dummies / by Carol Ann Rinzler.,RA784 .R56 1999,LINCOLNCTR,0.0,0.0,0.0,18.0,0.0,1.0,0.0,0.0,0.0,1/14/2025,YES,2011-12-01,False,1.0,0201603819552,LINCOLNCTR,Lincoln Center--Quinn Library,LINCOLNCTR,QUINN_X,,,,
119601,Stress management for dummies / by Allen Elkin ; foreword by Paul J. Rosch.,RA785 .E44 1999,LINCOLNCTR,0.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,1/14/2025,YES,2016-05-31,False,1.0,0201603920400,LINCOLNCTR,Lincoln Center--Quinn Library,LINCOLNCTR,QUINN_X,,,,
119752,"First aid & safety for dummies / by Charles B. Inlander, Janet Worsley Norwood & the People's Medical Society.",RC87 .I54 1999,LINCOLNCTR,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1/14/2025,YES,2016-03-05,False,1.0,0201603985296,LINCOLNCTR,Lincoln Center--Quinn Library,LINCOLNCTR,QUINN_X,,,,
122573,Diabetes for dummies / by Alan L. Rubin.,RC660.4 .R83 1999,LINCOLNCTR,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1/14/2025,YES,2004-12-22,False,1.0,0201603896774,LINCOLNCTR,Lincoln Center--Quinn Library,LINCOLNCTR,QUINN_X,,,,
122648,Back pain remedies for dummies / by Michael S. Sinel and William W. Deardorff.,RD771.B217 S56 1999,LINCOLNCTR,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1/14/2025,YES,2006-12-07,False,1.0,0201603750013,LINCOLNCTR,Lincoln Center--Quinn Library,LINCOLNCTR,QUINN_X,,,,
122689,"Pregnancy for dummies / by Joanne Stone, Keith Eddleman and Mary Duenwald.",RG551 .S76 1999,LINCOLNCTR,0.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,1/14/2025,YES,2016-07-13,False,1.0,0201603572581,LINCOLNCTR,Lincoln Center--Quinn Library,LINCOLNCTR,QUINN_X,,,,
123180,Healing foods for dummies / by Molly Siple.,RM216 .S76 1999,LINCOLNCTR,0.0,0.0,0.0,15.0,0.0,1.0,2.0,0.0,0.0,1/14/2025,YES,2012-03-23,False,1.0,0201603979174,LINCOLNCTR,Lincoln Center--Quinn Library,LINCOLNCTR,QUINN_X,,,,
123182,Dieting for dummies / by Jane Kirby for the American Dietetic Association.,RM222.2 .K545 1998,LINCOLNCTR,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1/14/2025,YES,2008-03-05,False,1.0,0201603442082,LINCOLNCTR,Lincoln Center--Quinn Library,LINCOLNCTR,QUINN_X,,,,
123186,Lowfat cooking for dummies / by Lynn Fischer.,RM237.7 .F55 1997,LINCOLNCTR,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,1/14/2025,YES,2008-10-18,False,1.0,0201602567491,LINCOLNCTR,Lincoln Center--Quinn Library,LINCOLNCTR,QUINN_X,,,,
123187,Vitamins for dummies / by Christopher Hobbs and Elson Haas.,RM259.V5 H63 1999,LINCOLNCTR,0.0,0.0,0.0,10.0,0.0,3.0,1.0,0.0,0.0,1/14/2025,YES,2012-05-04,False,1.0,0201603886262,LINCOLNCTR,Lincoln Center--Quinn Library,LINCOLNCTR,QUINN_X,,,,
123196,Aromatherapy for dummies / by Kathi Keville.,RM666.A68 K48 1999,LINCOLNCTR,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1/14/2025,YES,2004-09-13,False,1.0,0201603886247,LINCOLNCTR,Lincoln Center--Quinn Library,LINCOLNCTR,QUINN_X,,,,
123198,Herbal remedies for dummies / by Christopher Hobbs.,RM666.H33 H62 1998,LINCOLNCTR,0.0,0.0,0.0,23.0,0.0,1.0,0.0,0.0,0.0,1/14/2025,YES,2016-10-06,False,1.0,0201603397450,LINCOLNCTR,Lincoln Center--Quinn Library,LINCOLNCTR,QUINN_X,,,,
123200,Massage for dummies / Steve Capellini and Michel Van Welden ; foreword by Robin Leach.,RM721 .C36 1999,LINCOLNCTR,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1/14/2025,CHARGED,2010-08-26,False,1.0,0201603920368,LINCOLNCTR,Lincoln Center--Quinn Library,LINCOLNCTR,MISSING,,,,
123289,Vegetable gardening for dummies / by Charlie Nardozzi and the editors of the National Gardening Association.,SB321 .N28 1999,LINCOLNCTR,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1/14/2025,YES,2015-09-27,False,1.0,0201603609649,LINCOLNCTR,Lincoln Center--Quinn Library,LINCOLNCTR,QUINN_X,,,,
123293,Roses for dummies / by Lance Walheim and the editors of the National Gardening Association.,SB411 .W3 1997,LINCOLNCTR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/14/2025,YES,,False,1.0,0201602530135,LINCOLNCTR,Lincoln Center--Quinn Library,LINCOLNCTR,QUINN_X,,,,
123295,Container gardening for dummies / by Bill Marken and the editors of the National Gardening Association.,SB418 .M37 1998,LINCOLNCTR,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1/14/2025,YES,2001-06-26,False,1.0,0201603025861,LINCOLNCTR,Lincoln Center--Quinn Library,LINCOLNCTR,QUINN_X,,,,
123296,Houseplants for dummies / by Larry Hodgson and the editors of the National Gardening Association.,SB419 .H63 1998,LINCOLNCTR,0.0,0.0,0.0,21.0,0.0,1.0,0.0,0.0,0.0,1/14/2025,YES,2014-09-09,False,1.0,0201603298476,LINCOLNCTR,Lincoln Center--Quinn Library,LINCOLNCTR,QUINN_X,,,,
123297,Annuals for dummies / by Bill Marken & the editors of the National Gardening Association.,SB422 .M37 1998,LINCOLNCTR,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1/14/2025,YES,2004-06-14,False,1.0,0201603003108,LINCOLNCTR,Lincoln Center--Quinn Library,LINCOLNCTR,QUINN_X,,,,
123298,Flowering bulbs for dummies / by Judy Glattstein and the editors of the National Gardening Association.,SB425 .G52 1998,LINCOLNCTR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/14/2025,YES,,False,1.0,0201603292057,LINCOLNCTR,Lincoln Center--Quinn Library,LINCOLNCTR,QUINN_X,,,,
123300,Lawn care for dummies / by Lance Walheim & the editors of the National Gardening Association.,SB433 .W35 1998,LINCOLNCTR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/14/2025,YES,,False,1.0,0201603027669,LINCOLNCTR,Lincoln Center--Quinn Library,LINCOLNCTR,QUINN_X,,,,
123301,Perennials for dummies / by Marcia Tatroe and the editors of the National Gardening Association.,SB434 .T3 1997,LINCOLNCTR,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1/14/2025,YES,2004-06-23,False,1.0,0201602535506,LINCOLNCTR,Lincoln Center--Quinn Library,LINCOLNCTR,QUINN_X,,,,
123304,Gardening for dummies / by Mike MacCaskey with Bill Marken & the editors of the National Gardening Association.,SB453 .M238 1999,LINCOLNCTR,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1/14/2025,YES,2004-06-23,False,1.0,0201603567318,LINCOLNCTR,Lincoln Center--Quinn Library,LINCOLNCTR,QUINN_X,,,,
123317,"Landscaping for dummies / by Philip Giroux ... [et al.] ; contributions by Michael MacCaskey, Bill Marken, and Sally Roth.",SB472.3 .L36 1999,LINCOLNCTR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/14/2025,YES,,False,1.0,0201603610589,LINCOLNCTR,Lincoln Center--Quinn Library,LINCOLNCTR,QUINN_X,,,,
123351,Horses for dummies / by Audrey Pavia with Janice M. Posnikoff.,SF285 .P38 1999,LINCOLNCTR,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1/14/2025,YES,2007-11-20,False,1.0,0201603753959,LINCOLNCTR,Lincoln Center--Quinn Library,LINCOLNCTR,QUINN_X,,,,
123362,Cats for dummies / by Gina Spadafori and Paul D. Pion ; foreword by Lilian Jackson Braun.,SF442 .S69 1997,LINCOLNCTR,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1/14/2025,YES,2001-12-13,False,1.0,0201602745337,LINCOLNCTR,Lincoln Center--Quinn Library,LINCOLNCTR,QUINN_X,,,,
123364,Aquariums for dummies / by Maddy Hargrove and Mic Hargrove.,SF457.3 .H37 1999,LINCOLNCTR,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1/14/2025,YES,2003-08-05,False,1.0,0201603869839,LINCOLNCTR,Lincoln Center--Quinn Library,LINCOLNCTR,QUINN_X,,,,
123365,Aquariums for dummies / by Maddy Hargrove and Mic Hargrove.,SF457.3 .H37 1999,LINCOLNCTR,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1/14/2025,YES,1999-09-29,False,2.0,0201603869813,LINCOLNCTR,Lincoln Center--Quinn Library,LINCOLNCTR,QUINN_X,,,,
